hull_D;hull_L;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.05;0.19;1;0.014;0.025;56;56.0;392.0
0.05;0.19;2;0.0083;0.0425;112;70.0;672.0
0.05;0.19;3;0.0105;0.0445;64;76.8;768.0
0.05;0.19;4;0.0145;0.0505;24;64.8;576.0
0.05;0.19;5;0.026199999999999998;0.05;3;24.0;195.0
0.05;0.19;6;0.0342;0.0615;3;36.0;405.0
0.05;0.19;7;0.033;0.091;2;52.0;510.0
0.05;0.2;0;0.014;0.04;40;40.0;440.0
0.05;0.2;1;0.014;0.025;64;64.0;448.0
0.05;0.2;2;0.0083;0.0425;112;70.0;672.0
0.05;0.2;3;0.0105;0.0445;64;76.8;768.0
0.05;0.2;4;0.0145;0.0505;24;64.8;576.0
0.05;0.2;5;0.026199999999999998;0.05;4;32.0;260.0
0.05;0.2;6;0.0342;0.0615;3;36.0;405.0
0.05;0.2;7;0.033;0.091;2;52.0;510.0
0.05;0.21;0;0.014;0.04;40;40.0;440.0
0.05;0.21;1;0.014;0.025;64;64.0;448.0
0.05;0.21;2;0.0083;0.0425;112;70.0;672.0
0.05;0.21;3;0.0105;0.0445;64;76.8;768.0
0.05;0.21;4;0.0145;0.0505;32;86.4;768.0
0.05;0.21;5;0.026199999999999998;0.05;4;32.0;260.0
0.05;0.21;6;0.0342;0.0615;3;36.0;405.0
0.05;0.21;7;0.033;0.091;2;52.0;510.0
0.05;0.22;0;0.014;0.04;40;40.0;440.0
0.05;0.22;1;0.014;0.025;64;64.0;448.0
0.05;0.22;2;0.0083;0.0425;140;87.5;840.0
0.05;0.22;3;0.0105;0.0445;64;76.8;768.0
0.05;0.22;4;0.0145;0.0505;32;86.4;768.0
0.05;0.22;5;0.026199999999999998;0.05;4;32.0;260.0
0.05;0.22;6;0.0342;0.0615;3;36.0;405.0
0.05;0.22;7;0.033;0.091;2;52.0;510.0
0.05;0.23;0;0.014;0.04;40;40.0;440.0
0.05;0.23;1;0.014;0.025;72;72.0;504.0
0.05;0.23;2;0.0083;0.0425;140;87.5;840.0
0.05;0.23;3;0.0105;0.0445;80;96.0;960.0
0.05;0.23;4;0.0145;0.0505;32;86.4;768.0
0.05;0.23;5;0.026199999999999998;0.05;4;32.0;260.0
0.05;0.23;6;0.0342;0.0615;3;36.0;405.0
0.05;0.23;7;0.033;0.091;2;52.0;510.0
0.05;0.24;0;0.014;0.04;48;48.0;528.0
0.05;0.24;1;0.014;0.025;72;72.0;504.0
0.05;0.24;2;0.0083;0.0425;140;87.5;840.0
0.05;0.24;3;0.0105;0.0445;80;96.0;960.0
0.05;0.24;4;0.0145;0.0505;32;86.4;768.0
0.05;0.24;5;0.026199999999999998;0.05;4;32.0;260.0
0.05;0.24;6;0.0342;0.0615;3;36.0;405.0
0.05;0.24;7;0.033;0.091;2;52.0;510.0
0.05;0.25;0;0.014;0.04;48;48.0;528.0
0.05;0.25;1;0.014;0.025;80;80.0;560.0
0.05;0.25;2;0.0083;0.0425;140;87.5;840.0
0.05;0.25;3;0.0105;0.0445;80;96.0;960.0
0.05;0.25;4;0.0145;0.0505;32;86.4;768.0
0.05;0.25;5;0.026199999999999998;0.05;5;40.0;325.0
0.05;0.25;6;0.0342;0.0615;4;48.0;540.0
0.05;0.25;7;0.033;0.091;2;52.0;510.0
0.05;0.26;0;0.014;0.04;48;48.0;528.0
0.05;0.26;1;0.014;0.025;80;80.0;560.0
0.05;0.26;2;0.0083;0.0425;168;105.0;1008.0
0.05;0.26;3;0.0105;0.0445;80;96.0;960.0
0.05;0.26;4;0.0145;0.0505;40;108.0;960.0
0.05;0.26;5;0.026199999999999998;0.05;5;40.0;325.0
0.05;0.26;6;0.0342;0.0615;4;48.0;540.0
0.05;0.26;7;0.033;0.091;2;52.0;510.0
0.05;0.27;0;0.014;0.04;48;48.0;528.0
0.05;0.27;1;0.014;0.025;80;80.0;560.0
0.05;0.27;2;0.0083;0.0425;168;105.0;1008.0
0.05;0.27;3;0.0105;0.0445;96;115.2;1152.0
0.05;0.27;4;0.0145;0.0505;40;108.0;960.0
0.05;0.27;5;0.026199999999999998;0.05;5;40.0;325.0
0.05;0.27;6;0.0342;0.0615;4;48.0;540.0
0.05;0.27;7;0.033;0.091;2;52.0;510.0
0.05;0.28;0;0.014;0.04;56;56.0;616.0
0.05;0.28;1;0.014;0.025;88;88.0;616.0
0.05;0.28;2;0.0083;0.0425;168;105.0;1008.0
0.05;0.28;3;0.0105;0.0445;96;115.2;1152.0
0.05;0.28;4;0.0145;0.0505;40;108.0;960.0
0.05;0.28;5;0.026199999999999998;0.05;5;40.0;325.0
0.05;0.28;6;0.0342;0.0615;4;48.0;540.0
0.05;0.28;7;0.033;0.091;3;78.0;765.0
0.05;0.29;0;0.014;0.04;56;56.0;616.0
0.05;0.29;1;0.014;0.025;88;88.0;616.0
0.05;0.29;2;0.0083;0.0425;168;105.0;1008.0
0.05;0.29;3;0.0105;0.0445;96;115.2;1152.0
0.05;0.29;4;0.0145;0.0505;40;108.0;960.0
0.05;0.29;5;0.026199999999999998;0.05;5;40.0;325.0
0.05;0.29;6;0.0342;0.0615;4;48.0;540.0
0.05;0.29;7;0.033;0.091;3;78.0;765.0
0.05;0.3;0;0.014;0.04;56;56.0;616.0
0.05;0.3;1;0.014;0.025;96;96.0;672.0
0.05;0.3;2;0.0083;0.0425;196;122.5;1176.0
0.05;0.3;3;0.0105;0.0445;96;115.2;1152.0
0.05;0.3;4;0.0145;0.0505;40;108.0;960.0
0.05;0.3;5;0.026199999999999998;0.05;6;48.0;390.0
0.05;0.3;6;0.0342;0.0615;4;48.0;540.0
0.05;0.3;7;0.033;0.091;3;78.0;765.0
0.05;0.31;0;0.014;0.04;56;56.0;616.0
0.05;0.31;1;0.014;0.025;96;96.0;672.0
0.05;0.31;2;0.0083;0.0425;196;122.5;1176.0
0.05;0.31;3;0.0105;0.0445;96;115.2;1152.0
0.05;0.31;4;0.0145;0.0505;48;129.6;1152.0
0.05;0.31;5;0.026199999999999998;0.05;6;48.0;390.0
0.05;0.31;6;0.0342;0.0615;5;60.0;675.0
0.05;0.31;7;0.033;0.091;3;78.0;765.0
0.05;0.32;0;0.014;0.04;64;64.0;704.0
0.05;0.32;1;0.014;0.025;96;96.0;672.0
0.05;0.32;2;0.0083;0.0425;196;122.5;1176.0
0.05;0.32;3;0.0105;0.0445;112;134.4;1344.0
0.05;0.32;4;0.0145;0.0505;48;129.6;1152.0
0.05;0.32;5;0.026199999999999998;0.05;6;48.0;390.0
0.05;0.32;6;0.0342;0.0615;5;60.0;675.0
0.05;0.32;7;0.033;0.091;3;78.0;765.0
0.05;0.33;0;0.014;0.04;64;64.0;704.0
0.05;0.33;1;0.014;0.025;104;104.0;728.0
0.05;0.33;2;0.0083;0.0425;196;122.5;1176.0
0.05;0.33;3;0.0105;0.0445;112;134.4;1344.0
0.05;0.33;4;0.0145;0.0505;48;129.6;1152.0
0.05;0.33;5;0.026199999999999998;0.05;6;48.0;390.0
0.05;0.33;6;0.0342;0.0615;5;60.0;675.0
0.05;0.33;7;0.033;0.091;3;78.0;765.0
0.05;0.34;0;0.014;0.04;64;64.0;704.0
0.05;0.34;1;0.014;0.025;104;104.0;728.0
0.05;0.34;2;0.0083;0.0425;224;140.0;1344.0
0.05;0.34;3;0.0105;0.0445;112;134.4;1344.0
0.05;0.34;4;0.0145;0.0505;48;129.6;1152.0
0.05;0.34;5;0.026199999999999998;0.05;6;48.0;390.0
0.05;0.34;6;0.0342;0.0615;5;60.0;675.0
0.05;0.34;7;0.033;0.091;3;78.0;765.0
0.05;0.35;0;0.014;0.04;64;64.0;704.0
0.05;0.35;1;0.014;0.025;112;112.0;784.0
0.05;0.35;2;0.0083;0.0425;224;140.0;1344.0
0.05;0.35;3;0.0105;0.0445;112;134.4;1344.0
0.05;0.35;4;0.0145;0.0505;48;129.6;1152.0
0.05;0.35;5;0.026199999999999998;0.05;7;56.0;455.0
0.05;0.35;6;0.0342;0.0615;5;60.0;675.0
0.05;0.35;7;0.033;0.091;3;78.0;765.0
0.05;0.36;0;0.014;0.04;72;72.0;792.0
0.05;0.36;1;0.014;0.025;112;112.0;784.0
0.05;0.36;2;0.0083;0.0425;224;140.0;1344.0
0.05;0.36;3;0.0105;0.0445;128;153.6;1536.0
0.05;0.36;4;0.0145;0.0505;56;151.2;1344.0
0.05;0.36;5;0.026199999999999998;0.05;7;56.0;455.0
0.05;0.36;6;0.0342;0.0615;5;60.0;675.0
0.05;0.36;7;0.033;0.091;3;78.0;765.0
0.05;0.37;0;0.014;0.04;72;72.0;792.0
0.05;0.37;1;0.014;0.025;112;112.0;784.0
0.05;0.37;2;0.0083;0.0425;224;140.0;1344.0
0.05;0.37;3;0.0105;0.0445;128;153.6;1536.0
0.05;0.37;4;0.0145;0.0505;56;151.2;1344.0
0.05;0.37;5;0.026199999999999998;0.05;7;56.0;455.0
0.05;0.37;6;0.0342;0.0615;6;72.0;810.0
0.05;0.37;7;0.033;0.091;4;104.0;1020.0
0.05;0.38;0;0.014;0.04;72;72.0;792.0
0.05;0.38;1;0.014;0.025;120;120.0;840.0
0.05;0.38;2;0.0083;0.0425;224;140.0;1344.0
0.05;0.38;3;0.0105;0.0445;128;153.6;1536.0
0.05;0.38;4;0.0145;0.0505;56;151.2;1344.0
0.05;0.38;5;0.026199999999999998;0.05;7;56.0;455.0
0.05;0.38;6;0.0342;0.0615;6;72.0;810.0
0.05;0.38;7;0.033;0.091;4;104.0;1020.0
0.05;0.39;0;0.014;0.04;72;72.0;792.0
0.05;0.39;1;0.014;0.025;120;120.0;840.0
0.05;0.39;2;0.0083;0.0425;252;157.5;1512.0
0.05;0.39;3;0.0105;0.0445;128;153.6;1536.0
0.05;0.39;4;0.0145;0.0505;56;151.2;1344.0
0.05;0.39;5;0.026199999999999998;0.05;7;56.0;455.0
0.05;0.39;6;0.0342;0.0615;6;72.0;810.0
0.05;0.39;7;0.033;0.091;4;104.0;1020.0
0.05;0.4;0;0.014;0.04;80;80.0;880.0
0.05;0.4;1;0.014;0.025;128;128.0;896.0
0.05;0.4;2;0.0083;0.0425;252;157.5;1512.0
0.05;0.4;3;0.0105;0.0445;128;153.6;1536.0
0.05;0.4;4;0.0145;0.0505;56;151.2;1344.0
0.05;0.4;5;0.026199999999999998;0.05;8;64.0;520.0
0.05;0.4;6;0.0342;0.0615;6;72.0;810.0
0.05;0.4;7;0.033;0.091;4;104.0;1020.0
0.05;0.41;0;0.014;0.04;80;80.0;880.0
0.05;0.41;1;0.014;0.025;128;128.0;896.0
0.05;0.41;2;0.0083;0.0425;252;157.5;1512.0
0.05;0.41;3;0.0105;0.0445;144;172.8;1728.0
0.05;0.41;4;0.0145;0.0505;64;172.8;1536.0
0.05;0.41;5;0.026199999999999998;0.05;8;64.0;520.0
0.05;0.41;6;0.0342;0.0615;6;72.0;810.0
0.05;0.41;7;0.033;0.091;4;104.0;1020.0
0.05;0.42;0;0.014;0.04;80;80.0;880.0
0.05;0.42;1;0.014;0.025;128;128.0;896.0
0.05;0.42;2;0.0083;0.0425;252;157.5;1512.0
0.05;0.42;3;0.0105;0.0445;144;172.8;1728.0
0.05;0.42;4;0.0145;0.0505;64;172.8;1536.0
0.05;0.42;5;0.026199999999999998;0.05;8;64.0;520.0
0.05;0.42;6;0.0342;0.0615;6;72.0;810.0
0.05;0.42;7;0.033;0.091;4;104.0;1020.0
0.05;0.43;0;0.014;0.04;80;80.0;880.0
0.05;0.43;1;0.014;0.025;136;136.0;952.0
0.05;0.43;2;0.0083;0.0425;280;175.0;1680.0
0.05;0.43;3;0.0105;0.0445;144;172.8;1728.0
0.05;0.43;4;0.0145;0.0505;64;172.8;1536.0
0.05;0.43;5;0.026199999999999998;0.05;8;64.0;520.0
0.05;0.43;6;0.0342;0.0615;6;72.0;810.0
0.05;0.43;7;0.033;0.091;4;104.0;1020.0
0.05;0.44;0;0.014;0.04;88;88.0;968.0
0.05;0.44;1;0.014;0.025;136;136.0;952.0
0.05;0.44;2;0.0083;0.0425;280;175.0;1680.0
0.05;0.44;3;0.0105;0.0445;144;172.8;1728.0
0.05;0.44;4;0.0145;0.0505;64;172.8;1536.0
0.05;0.44;5;0.026199999999999998;0.05;8;64.0;520.0
0.05;0.44;6;0.0342;0.0615;7;84.0;945.0
0.05;0.44;7;0.033;0.091;4;104.0;1020.0
0.05;0.45;0;0.014;0.04;88;88.0;968.0
0.05;0.45;1;0.014;0.025;144;144.0;1008.0
0.05;0.45;2;0.0083;0.0425;280;175.0;1680.0
0.05;0.45;3;0.0105;0.0445;160;192.0;1920.0
0.05;0.45;4;0.0145;0.0505;64;172.8;1536.0
0.05;0.45;5;0.026199999999999998;0.05;9;72.0;585.0
0.05;0.45;6;0.0342;0.0615;7;84.0;945.0
0.05;0.45;7;0.033;0.091;4;104.0;1020.0
0.05;0.46;0;0.014;0.04;88;88.0;968.0
0.05;0.46;1;0.014;0.025;144;144.0;1008.0
0.05;0.46;2;0.0083;0.0425;280;175.0;1680.0
0.05;0.46;3;0.0105;0.0445;160;192.0;1920.0
0.05;0.46;4;0.0145;0.0505;72;194.4;1728.0
0.05;0.46;5;0.026199999999999998;0.05;9;72.0;585.0
0.05;0.46;6;0.0342;0.0615;7;84.0;945.0
0.05;0.46;7;0.033;0.091;5;130.0;1275.0
0.05;0.47;0;0.014;0.04;88;88.0;968.0
0.05;0.47;1;0.014;0.025;144;144.0;1008.0
0.05;0.47;2;0.0083;0.0425;308;192.5;1848.0
0.05;0.47;3;0.0105;0.0445;160;192.0;1920.0
0.05;0.47;4;0.0145;0.0505;72;194.4;1728.0
0.05;0.47;5;0.026199999999999998;0.05;9;72.0;585.0
0.05;0.47;6;0.0342;0.0615;7;84.0;945.0
0.05;0.47;7;0.033;0.091;5;130.0;1275.0
0.05;0.48;0;0.014;0.04;96;96.0;1056.0
0.05;0.48;1;0.014;0.025;152;152.0;1064.0
0.05;0.48;2;0.0083;0.0425;308;192.5;1848.0
0.05;0.48;3;0.0105;0.0445;160;192.0;1920.0
0.05;0.48;4;0.0145;0.0505;72;194.4;1728.0
0.05;0.48;5;0.026199999999999998;0.05;9;72.0;585.0
0.05;0.48;6;0.0342;0.0615;7;84.0;945.0
0.05;0.48;7;0.033;0.091;5;130.0;1275.0
0.05;0.49;0;0.014;0.04;96;96.0;1056.0
0.05;0.49;1;0.014;0.025;152;152.0;1064.0
0.05;0.49;2;0.0083;0.0425;308;192.5;1848.0
0.05;0.49;3;0.0105;0.0445;176;211.2;2112.0
0.05;0.49;4;0.0145;0.0505;72;194.4;1728.0
0.05;0.49;5;0.026199999999999998;0.05;9;72.0;585.0
0.05;0.49;6;0.0342;0.0615;7;84.0;945.0
0.05;0.49;7;0.033;0.091;5;130.0;1275.0
0.05;0.5;0;0.014;0.04;96;96.0;1056.0
0.05;0.5;1;0.014;0.025;160;160.0;1120.0
0.05;0.5;2;0.0083;0.0425;308;192.5;1848.0
0.05;0.5;3;0.0105;0.0445;176;211.2;2112.0
0.05;0.5;4;0.0145;0.0505;72;194.4;1728.0
0.05;0.5;5;0.026199999999999998;0.05;10;80.0;650.0
0.05;0.5;6;0.0342;0.0615;8;96.0;1080.0
0.05;0.5;7;0.033;0.091;5;130.0;1275.0
0.06;0.05;0;0.014;0.04;13;13.0;143.0
0.06;0.05;1;0.014;0.025;26;26.0;182.0
0.06;0.05;2;0.0083;0.0425;40;25.0;240.0
0.06;0.05;3;0.0105;0.0445;24;28.8;288.0
0.06;0.05;5;0.026199999999999998;0.05;3;24.0;195.0
0.06;0.06;0;0.014;0.04;13;13.0;143.0
0.06;0.06;1;0.014;0.025;26;26.0;182.0
0.06;0.06;2;0.0083;0.0425;40;25.0;240.0
0.06;0.06;3;0.0105;0.0445;24;28.8;288.0
0.06;0.06;4;0.0145;0.0505;12;32.4;288.0
0.06;0.06;5;0.026199999999999998;0.05;3;24.0;195.0
0.06;0.07;0;0.014;0.04;13;13.0;143.0
0.06;0.07;1;0.014;0.025;26;26.0;182.0
0.06;0.07;2;0.0083;0.0425;40;25.0;240.0
0.06;0.07;3;0.0105;0.0445;24;28.8;288.0
0.06;0.07;4;0.0145;0.0505;12;32.4;288.0
0.06;0.07;5;0.026199999999999998;0.05;3;24.0;195.0
0.06;0.07;6;0.0342;0.0615;1;12.0;135.0
0.06;0.08;0;0.014;0.04;26;26.0;286.0
0.06;0.08;1;0.014;0.025;39;39.0;273.0
0.06;0.08;2;0.0083;0.0425;40;25.0;240.0
0.06;0.08;3;0.0105;0.0445;24;28.8;288.0
0.06;0.08;4;0.0145;0.0505;12;32.4;288.0
0.06;0.08;5;0.026199999999999998;0.05;3;24.0;195.0
0.06;0.08;6;0.0342;0.0615;1;12.0;135.0
0.06;0.09;0;0.014;0.04;26;26.0;286.0
0.06;0.09;1;0.014;0.025;39;39.0;273.0
0.06;0.09;2;0.0083;0.0425;80;50.0;480.0
0.06;0.09;3;0.0105;0.0445;48;57.6;576.0
0.06;0.09;4;0.0145;0.0505;12;32.4;288.0
0.06;0.09;5;0.026199999999999998;0.05;3;24.0;195.0
0.06;0.09;6;0.0342;0.0615;1;12.0;135.0
0.06;0.1;0;0.014;0.04;26;26.0;286.0
0.06;0.1;1;0.014;0.025;52;52.0;364.0
0.06;0.1;2;0.0083;0.0425;80;50.0;480.0
0.06;0.1;3;0.0105;0.0445;48;57.6;576.0
0.06;0.1;4;0.0145;0.0505;12;32.4;288.0
0.06;0.1;5;0.026199999999999998;0.05;6;48.0;390.0
0.06;0.1;6;0.0342;0.0615;1;12.0;135.0
0.06;0.1;7;0.033;0.091;1;26.0;255.0
0.06;0.11;0;0.014;0.04;26;26.0;286.0
0.06;0.11;1;0.014;0.025;52;52.0;364.0
0.06;0.11;2;0.0083;0.0425;80;50.0;480.0
0.06;0.11;3;0.0105;0.0445;48;57.6;576.0
0.06;0.11;4;0.0145;0.0505;24;64.8;576.0
0.06;0.11;5;0.026199999999999998;0.05;6;48.0;390.0
0.06;0.11;6;0.0342;0.0615;1;12.0;135.0
0.06;0.11;7;0.033;0.091;1;26.0;255.0
0.06;0.12;0;0.014;0.04;39;39.0;429.0
0.06;0.12;1;0.014;0.025;52;52.0;364.0
0.06;0.12;2;0.0083;0.0425;80;50.0;480.0
0.06;0.12;3;0.0105;0.0445;48;57.6;576.0
0.06;0.12;4;0.0145;0.0505;24;64.8;576.0
0.06;0.12;5;0.026199999999999998;0.05;6;48.0;390.0
0.06;0.12;6;0.0342;0.0615;1;12.0;135.0
0.06;0.12;7;0.033;0.091;1;26.0;255.0
0.06;0.13;0;0.014;0.04;39;39.0;429.0
0.06;0.13;1;0.014;0.025;65;65.0;455.0
0.06;0.13;2;0.0083;0.0425;120;75.0;720.0
0.06;0.13;3;0.0105;0.0445;48;57.6;576.0
0.06;0.13;4;0.0145;0.0505;24;64.8;576.0
0.06;0.13;5;0.026199999999999998;0.05;6;48.0;390.0
0.06;0.13;6;0.0342;0.0615;2;24.0;270.0
0.06;0.13;7;0.033;0.091;1;26.0;255.0
0.06;0.14;0;0.014;0.04;39;39.0;429.0
0.06;0.14;1;0.014;0.025;65;65.0;455.0
0.06;0.14;2;0.0083;0.0425;120;75.0;720.0
0.06;0.14;3;0.0105;0.0445;72;86.4;864.0
0.06;0.14;4;0.0145;0.0505;24;64.8;576.0
0.06;0.14;5;0.026199999999999998;0.05;6;48.0;390.0
0.06;0.14;6;0.0342;0.0615;2;24.0;270.0
0.06;0.14;7;0.033;0.091;1;26.0;255.0
0.06;0.15;0;0.014;0.04;39;39.0;429.0
0.06;0.15;1;0.014;0.025;78;78.0;546.0
0.06;0.15;2;0.0083;0.0425;120;75.0;720.0
0.06;0.15;3;0.0105;0.0445;72;86.4;864.0
0.06;0.15;4;0.0145;0.0505;24;64.8;576.0
0.06;0.15;5;0.026199999999999998;0.05;9;72.0;585.0
0.06;0.15;6;0.0342;0.0615;2;24.0;270.0
0.06;0.15;7;0.033;0.091;1;26.0;255.0
0.06;0.16;0;0.014;0.04;52;52.0;572.0
0.06;0.16;1;0.014;0.025;78;78.0;546.0
0.06;0.16;2;0.0083;0.0425;120;75.0;720.0
0.06;0.16;3;0.0105;0.0445;72;86.4;864.0
0.06;0.16;4;0.0145;0.0505;36;97.2;864.0
0.06;0.16;5;0.026199999999999998;0.05;9;72.0;585.0
0.06;0.16;6;0.0342;0.0615;2;24.0;270.0
0.06;0.16;7;0.033;0.091;1;26.0;255.0
0.06;0.17;0;0.014;0.04;52;52.0;572.0
0.06;0.17;1;0.014;0.025;78;78.0;546.0
0.06;0.17;2;0.0083;0.0425;160;100.0;960.0
0.06;0.17;3;0.0105;0.0445;72;86.4;864.0
0.06;0.17;4;0.0145;0.0505;36;97.2;864.0
0.06;0.17;5;0.026199999999999998;0.05;9;72.0;585.0
0.06;0.17;6;0.0342;0.0615;2;24.0;270.0
0.06;0.17;7;0.033;0.091;1;26.0;255.0
0.06;0.18;0;0.014;0.04;52;52.0;572.0
0.06;0.18;1;0.014;0.025;91;91.0;637.0
0.06;0.18;2;0.0083;0.0425;160;100.0;960.0
0.06;0.18;3;0.0105;0.0445;96;115.2;1152.0
0.06;0.18;4;0.0145;0.0505;36;97.2;864.0
0.06;0.18;5;0.026199999999999998;0.05;9;72.0;585.0
0.06;0.18;6;0.0342;0.0615;2;24.0;270.0
0.06;0.18;7;0.033;0.091;1;26.0;255.0
0.06;0.19;0;0.014;0.04;52;52.0;572.0
0.06;0.19;1;0.014;0.025;91;91.0;637.0
0.06;0.19;2;0.0083;0.0425;160;100.0;960.0
0.06;0.19;3;0.0105;0.0445;96;115.2;1152.0
0.06;0.19;4;0.0145;0.0505;36;97.2;864.0
0.06;0.19;5;0.026199999999999998;0.05;9;72.0;585.0
0.06;0.19;6;0.0342;0.0615;3;36.0;405.0
0.06;0.19;7;0.033;0.091;2;52.0;510.0
0.06;0.2;0;0.014;0.04;65;65.0;715.0
0.06;0.2;1;0.014;0.025;104;104.0;728.0
0.06;0.2;2;0.0083;0.0425;160;100.0;960.0
0.06;0.2;3;0.0105;0.0445;96;115.2;1152.0
0.06;0.2;4;0.0145;0.0505;36;97.2;864.0
0.06;0.2;5;0.026199999999999998;0.05;12;96.0;780.0
0.06;0.2;6;0.0342;0.0615;3;36.0;405.0
0.06;0.2;7;0.033;0.091;2;52.0;510.0
0.06;0.21;0;0.014;0.04;65;65.0;715.0
0.06;0.21;1;0.014;0.025;104;104.0;728.0
0.06;0.21;2;0.0083;0.0425;160;100.0;960.0
0.06;0.21;3;0.0105;0.0445;96;115.2;1152.0
0.06;0.21;4;0.0145;0.0505;48;129.6;1152.0
0.06;0.21;5;0.026199999999999998;0.05;12;96.0;780.0
0.06;0.21;6;0.0342;0.0615;3;36.0;405.0
0.06;0.21;7;0.033;0.091;2;52.0;510.0
0.06;0.22;0;0.014;0.04;65;65.0;715.0
0.06;0.22;1;0.014;0.025;104;104.0;728.0
0.06;0.22;2;0.0083;0.0425;200;125.0;1200.0
0.06;0.22;3;0.0105;0.0445;96;115.2;1152.0
0.06;0.22;4;0.0145;0.0505;48;129.6;1152.0
0.06;0.22;5;0.026199999999999998;0.05;12;96.0;780.0
0.06;0.22;6;0.0342;0.0615;3;36.0;405.0
0.06;0.22;7;0.033;0.091;2;52.0;510.0
0.06;0.23;0;0.014;0.04;65;65.0;715.0
0.06;0.23;1;0.014;0.025;117;117.0;819.0
0.06;0.23;2;0.0083;0.0425;200;125.0;1200.0
0.06;0.23;3;0.0105;0.0445;120;144.0;1440.0
0.06;0.23;4;0.0145;0.0505;48;129.6;1152.0
0.06;0.23;5;0.026199999999999998;0.05;12;96.0;780.0
0.06;0.23;6;0.0342;0.0615;3;36.0;405.0
0.06;0.23;7;0.033;0.091;2;52.0;510.0
0.06;0.24;0;0.014;0.04;78;78.0;858.0
0.06;0.24;1;0.014;0.025;117;117.0;819.0
0.06;0.24;2;0.0083;0.0425;200;125.0;1200.0
0.06;0.24;3;0.0105;0.0445;120;144.0;1440.0
0.06;0.24;4;0.0145;0.0505;48;129.6;1152.0
0.06;0.24;5;0.026199999999999998;0.05;12;96.0;780.0
0.06;0.24;6;0.0342;0.0615;3;36.0;405.0
0.06;0.24;7;0.033;0.091;2;52.0;510.0
0.06;0.25;0;0.014;0.04;78;78.0;858.0
0.06;0.25;1;0.014;0.025;130;130.0;910.0
0.06;0.25;2;0.0083;0.0425;200;125.0;1200.0
0.06;0.25;3;0.0105;0.0445;120;144.0;1440.0
0.06;0.25;4;0.0145;0.0505;48;129.6;1152.0
0.06;0.25;5;0.026199999999999998;0.05;15;120.0;975.0
0.06;0.25;6;0.0342;0.0615;4;48.0;540.0
0.06;0.25;7;0.033;0.091;2;52.0;510.0
0.06;0.26;0;0.014;0.04;78;78.0;858.0
0.06;0.26;1;0.014;0.025;130;130.0;910.0
0.06;0.26;2;0.0083;0.0425;240;150.0;1440.0
0.06;0.26;3;0.0105;0.0445;120;144.0;1440.0
0.06;0.26;4;0.0145;0.0505;60;162.0;1440.0
0.06;0.26;5;0.026199999999999998;0.05;15;120.0;975.0
0.06;0.26;6;0.0342;0.0615;4;48.0;540.0
0.06;0.26;7;0.033;0.091;2;52.0;510.0
0.06;0.27;0;0.014;0.04;78;78.0;858.0
0.06;0.27;1;0.014;0.025;130;130.0;910.0
0.06;0.27;2;0.0083;0.0425;240;150.0;1440.0
0.06;0.27;3;0.0105;0.0445;144;172.8;1728.0
0.06;0.27;4;0.0145;0.0505;60;162.0;1440.0
0.06;0.27;5;0.026199999999999998;0.05;15;120.0;975.0
0.06;0.27;6;0.0342;0.0615;4;48.0;540.0
0.06;0.27;7;0.033;0.091;2;52.0;510.0
0.06;0.28;0;0.014;0.04;91;91.0;1001.0
0.06;0.28;1;0.014;0.025;143;143.0;1001.0
0.06;0.28;2;0.0083;0.0425;240;150.0;1440.0
0.06;0.28;3;0.0105;0.0445;144;172.8;1728.0
0.06;0.28;4;0.0145;0.0505;60;162.0;1440.0
0.06;0.28;5;0.026199999999999998;0.05;15;120.0;975.0
0.06;0.28;6;0.0342;0.0615;4;48.0;540.0
0.06;0.28;7;0.033;0.091;3;78.0;765.0
0.06;0.29;0;0.014;0.04;91;91.0;1001.0
0.06;0.29;1;0.014;0.025;143;143.0;1001.0
0.06;0.29;2;0.0083;0.0425;240;150.0;1440.0
0.06;0.29;3;0.0105;0.0445;144;172.8;1728.0
0.06;0.29;4;0.0145;0.0505;60;162.0;1440.0
0.06;0.29;5;0.026199999999999998;0.05;15;120.0;975.0
0.06;0.29;6;0.0342;0.0615;4;48.0;540.0
0.06;0.29;7;0.033;0.091;3;78.0;765.0
0.06;0.3;0;0.014;0.04;91;91.0;1001.0
0.06;0.3;1;0.014;0.025;156;156.0;1092.0
0.06;0.3;2;0.0083;0.0425;280;175.0;1680.0
0.06;0.3;3;0.0105;0.0445;144;172.8;1728.0
0.06;0.3;4;0.0145;0.0505;60;162.0;1440.0
0.06;0.3;5;0.026199999999999998;0.05;18;144.0;1170.0
0.06;0.3;6;0.0342;0.0615;4;48.0;540.0
0.06;0.3;7;0.033;0.091;3;78.0;765.0
0.06;0.31;0;0.014;0.04;91;91.0;1001.0
0.06;0.31;1;0.014;0.025;156;156.0;1092.0
0.06;0.31;2;0.0083;0.0425;280;175.0;1680.0
0.06;0.31;3;0.0105;0.0445;144;172.8;1728.0
0.06;0.31;4;0.0145;0.0505;72;194.4;1728.0
0.06;0.31;5;0.026199999999999998;0.05;18;144.0;1170.0
0.06;0.31;6;0.0342;0.0615;5;60.0;675.0
0.06;0.31;7;0.033;0.091;3;78.0;765.0
0.06;0.32;0;0.014;0.04;104;104.0;1144.0
0.06;0.32;1;0.014;0.025;156;156.0;1092.0
0.06;0.32;2;0.0083;0.0425;280;175.0;1680.0
